,name,birth_year,weight,height,nationality,cyclist_id
1994,Micol  Gianelli,1962.0,,,Italy,micol-gianelli
1995,Kirk  Willett,1970.0,,,United States,kirk-willett
1996,Francesco  Casagrande,1970.0,64.0,171.0,Italy,francesco-casagrande
1997,Alessandro  Brendolin,1977.0,,,Italy,alessandro-brendolin
1998,Eloy  Ruíz,1989.0,66.0,173.0,Spain,eloy-ruiz-pinto
1999,Riccardo  Riccò,1983.0,57.0,174.0,Italy,riccardo-ricco
2000,Enrico  Degano,1976.0,68.0,182.0,Italy,enrico-degano
2001,Gianni  Bugno,1964.0,68.0,177.0,Italy,gianni-bugno
2002,Domingo  Perurena,1943.0,,,Spain,domingo-perurena
2003,Renato Manuel Gomes  da Silva,1976.0,,,Portugal,renato-silva
2004,Sergi  Escobar,1974.0,,,Spain,sergi-escobar-roure
2005,Dorian De Maeght,1997.0,79.0,181.0,Belgium,dorian-de-maeght
2006,Willie  Smit,1992.0,72.0,180.0,South Africa,willie-smit
2007,Maxime  Vantomme,1986.0,63.0,174.0,Belgium,maxime-vantomme
2008,Walter  Muller,1952.0,,,Switzerland,walter-muller
2009,Marcel  Arntz,1965.0,70.0,179.0,Netherlands,marcel-arntz
2010,Willy  Monty,1939.0,,,Belgium,willy-monty
2011,José Antonio  Cabrero,1958.0,,,Spain,jose-antonio-747
2012,Michael  Schwarzmann,1991.0,69.0,174.0,Germany,michael-schwarzmann
2013,Nick  Schultz,1994.0,68.0,180.0,Australia,nick-schultz
2014,Samuele  Rivi,1998.0,72.0,186.0,Italy,samuele-rivi
2015,Frédéric  Amorison,1978.0,70.0,183.0,Belgium,frederic-amorison
2016,Ricky  Enø Jørgensen,1989.0,,,Denmark,ricky-eno-jorgensen
2017,Luc De Grauwe,1956.0,,,Belgium,luc-de-grauwe
2018,Sven  Krauß,1983.0,81.0,188.0,Germany,sven-krauss
2019,Joaquim  Leite,1945.0,,,Portugal,joaquim-leite
2020,Rubén  Lobato,1978.0,64.0,173.0,Spain,ruben-lobato
2021,Robbie  McEwen,1972.0,67.0,171.0,Australia,robbie-mcewen
2022,Claudio  Corioni,1982.0,67.0,180.0,Italy,claudio-corioni
2023,Alexys  Brunel,1998.0,70.0,191.0,France,alexys-brunel
2024,László  Bodrogi,1976.0,79.0,187.0,France,laszlo-bodrogi
2025,Nikita  Stalnov,1991.0,63.0,176.0,Kazakhstan,nikita-stalnov
2026,Andrea  Zordan,1991.0,65.0,176.0,Italy,andrea-zordan
2027,Fabrizio  Bontempi,1966.0,,,Italy,fabrizio-bontempi
2028,Patrick  Roelandt,1962.0,,,Belgium,patrick-roelandt
2029,Alex  Cano,1983.0,,,Colombia,alex-cano-ardila
2030,Steve  Bovay,1984.0,,,Switzerland,steve-bovay
2031,Jorn  Reuss,1968.0,,,Germany,jorn-reuss
2032,Carlos Ramón  Golbano,1976.0,,,Spain,carlos-ramon-golbano
2033,Tom  Paquot,1999.0,70.0,184.0,Belgium,tom-paquot
2034,António Joaquim de Castro Oliveira Pinto,1959.0,,,Portugal,antonio-pinto
2035,Andrea  Bagioli,1999.0,60.0,176.0,Italy,andrea-bagioli
2036,Yukiya  Arashiro,1984.0,64.0,170.0,Japan,yukiya-arashiro
2037,Davide  Mucelli,1986.0,,,Italy,davide-mucelli
2038,Melchor  Mauri,1966.0,68.0,179.0,Spain,melchor-mauri
2039,Sandy  Casar,1979.0,63.0,179.0,France,sandy-casar
2040,Marco Van Der Hulst,1963.0,,,Netherlands,marco-van-der-hulst
2041,Raúl  Rota,1999.0,64.0,174.0,Spain,raul-rota-rus
2042,Claudio  Fasolo,1960.0,,,Italy,claudio-fasolo
2043,Stefan  Mutter,1956.0,,,Switzerland,stefan-mutter
2044,Ward  Janssens,1946.0,,,Belgium,ward-janssens
2045,Martin  Derganc,1977.0,,,Slovenia,martin-derganc
2046,Jure  Golčer,1977.0,66.5,180.0,Slovenia,jure-golcer
2047,José Luis  Rebollo,1972.0,61.0,172.0,Spain,jose-luis-rebollo
2048,Hakan  Larsson,1958.0,,,Sweden,hakan-larsson
2049,Rohan  Dennis,1990.0,72.0,182.0,Australia,rohan-dennis
2050,Ludwig  Wynants,1956.0,,,Belgium,ludwig-wijnants
2051,Hubert  Schwab,1982.0,65.0,180.0,Switzerland,hubert-schwab
2052,Robert  Radosz,1975.0,,,Poland,robert-radosz
2053,Mark  Scanlon,1980.0,79.0,177.0,Ireland,mark-scanlon
2054,Bruno  Leali,1958.0,,,Italy,bruno-leali
2055,Filippo  Zaccanti,1995.0,,,Italy,filippo-zaccanti
2056,Guido  Trentin,1975.0,65.0,180.0,Italy,guido-trentin
2057,Elia  Favilli,1989.0,61.0,172.0,Italy,elia-favilli
2058,Leonardo  Moser,1984.0,,,Italy,leonardo-moser
2059,Antonio  Martín,1970.0,,,Spain,antonio-martin
2060,Antonio  Quadranti,1980.0,,,Italy,antonio-quadranti
2061,Yoeri  Beyens,1978.0,,,Belgium,yoeri-beyens
2062,Juan  Pujol,1952.0,,,Spain,juan-pujol
2063,Stefano  Oldani,1998.0,65.0,178.0,Italy,stefano-oldani
2064,Luka  Mezgec,1988.0,72.0,183.0,Slovenia,luka-mezgec
2065,Sébastien  Grignard,1999.0,68.0,179.0,Belgium,sebastien-grignard
2066,Angel  Arroyo,1956.0,,,Spain,angel-arroyo
2067,Yannick  Martinez,1988.0,69.0,176.0,France,yannick-martinez
2068,Greg Van Avermaet,1985.0,74.0,181.0,Belgium,greg-van-avermaet
2069,Martin  Gilbert,1982.0,73.0,177.0,Canada,martin-gilbert
2070,Roberto  Córdoba,1962.0,,,Spain,roberto-cordoba
2071,Rob  Kleinsman,1962.0,,,Netherlands,rob-kleinsman
2072,Kenneth  Weltz,1965.0,,,Denmark,kenneth-weltz
2073,Michel  Dernies,1961.0,75.0,180.0,Belgium,michel-dernies
2074,José Antonio  Casajus,1965.0,,,Spain,jose-antonio-casajus
2075,Matthias  Krizek,1988.0,74.0,186.0,Austria,matthias-krizek
2076,Gonzalo  Garrido,1973.0,68.0,174.0,Chile,gonzalo-garrido
2077,Frank  Pirard,1964.0,,,Netherlands,frank-pirard
2078,Morten  Sonne,1970.0,,,Denmark,morten-sonne
2079,Paulo Jorge de Moura  Ferreira,1970.0,,,Portugal,paulo-jorge-de-moura-ferreira
2080,Laurent  Davion,1972.0,,,France,laurent-davion
2081,Fabio  Marchesin,1977.0,,,Italy,fabio-marchesin
2082,Guido Van Calster,1956.0,,,Belgium,guido-van-calster
2083,Nicola  Minali,1969.0,,,Italy,nicola-minali
2084,Szymon  Sajnok,1997.0,75.0,183.0,Poland,szymon-sajnok
2085,Yves  Godimus,1960.0,,,Belgium,yves-godimus
2086,Leonardo  Bertagnolli,1978.0,63.0,174.0,Italy,leonardo-bertagnolli
2087,Jean-Lou  Paiani,1988.0,77.0,191.0,France,jean-lou-paiani
2088,Julian  Kern,1989.0,65.0,181.0,Germany,julian-kern
2089,Brian  Walton,1965.0,68.0,177.0,Canada,brian-walton
2090,Kristian  Aasvold,1995.0,61.0,173.0,Norway,kristian-aasvold
2091,Marc  Revoul,1957.0,,,France,marc-revoul
2092,Peter  Kisner,1944.0,,,Netherlands,peter-kisner
2093,Darwin  Atapuma,1988.0,59.0,168.0,Colombia,darwin-atapuma
2094,Hendrik  Mariën,1946.0,,,Belgium,hendrik-marien
2095,Othmar  Hafliger,1963.0,,,Switzerland,othmar-hafliger
2096,Hugo  Toumire,2001.0,69.0,180.0,France,hugo-toumire
2097,Jacques  Guiot,1945.0,,,France,jacques-guiot
2098,Giancarlo  Raimondi,1972.0,,,Italy,giancarlo-raimondi
2099,Nicolas  Hartmann,1985.0,,,France,nicolas-hartmann
2100,Manuel  Esparza,1951.0,,,Spain,manuel-esparza
2101,Thomas  Degand,1986.0,63.0,176.0,Belgium,thomas-degand
2102,Roberto  Caruso,1967.0,,,Italy,roberto-caruso
2103,Jakub  Mareczko,1994.0,67.0,169.0,Italy,jakub-mareczko
2104,Maikel  Zijlaard,1999.0,73.0,189.0,Netherlands,maikel-zijlaard
2105,Peter  Ronsse,1980.0,,,Belgium,peter-ronsse
2106,Kévin  Reza,1988.0,71.0,186.0,France,kevin-reza
2107,Jérôme  Bernard,1971.0,,,France,jerome-bernard
2108,Guillaume  Bonnafond,1987.0,68.0,184.0,France,guillaume-bonnafond
2109,Sylvain  Bolay,1963.0,68.0,180.0,France,sylvain-bolay
2110,Trent  Lowe,1984.0,64.0,172.0,Australia,trent-lowe
2111,Alex  Colman,1998.0,73.0,185.0,Belgium,alex-colman
2112,Nikolay  Mihaylov,1988.0,70.0,183.0,Bulgaria,nikolay-mihaylov
2113,Marco  Vitali,1960.0,,,Italy,marco-vitali
2114,Jaroslav  Poslusny,1948.0,,,Czech Republic,jaroslav-poslusny
2115,Marcus  Burghardt,1983.0,75.0,189.0,Germany,marcus-burghardt
2116,Eddy  Schepers,1955.0,60.0,165.0,Belgium,eddy-schepers
2117,Santiago  Blanco,1974.0,66.0,178.0,Spain,santiago-blanco
2118,Teun van Vliet,1962.0,,,Netherlands,teun-van-vliet
2119,Michael  Skelde,1973.0,,,Denmark,michael-skelde
2120,Mathieu  Drujon,1983.0,75.0,185.0,France,mathieu-drujon
2121,Iñaki  Gastón,1963.0,,,Spain,inaki-gaston
2122,Gustaaf Van Roosbroeck,1948.0,,,Belgium,gustaaf-van-roosbroeck
2123,Alberto  Ongarato,1975.0,69.0,183.0,Italy,alberto-ongarato
2124,Gael  Malacarne,1986.0,73.0,185.0,France,gael-malacarne
2125,Franco  Conti,1951.0,,,Italy,franco-conti
2126,Jacopo  Mosca,1993.0,65.0,173.0,Italy,jacopo-mosca
2127,Lars  Michaelsen,1969.0,79.0,185.0,Denmark,lars-michaelsen
2128,Pavel  Padrnos,1970.0,81.0,190.0,Czech Republic,pavel-padrnos
2129,Jürgen  Kraft,1951.0,,,Germany,jurgen-kraft
2130,Ettore  Bazzichi,1958.0,,,Italy,ettore-bazzichi
2131,Willem  Wijnant,1961.0,,,Belgium,willem-wijnant
2132,Alexandre  Grux,1976.0,,,France,alexandre-grux
2133,Tomáš  Bucháček,1978.0,,,Czech Republic,tomas-buchacek
2134,Luis  Zubero,1948.0,,,Spain,luis-zubero
2135,Roman  Jaskula,1960.0,,,Poland,roman-jaskula
2136,Frans  Mintjens,1946.0,,,Belgium,frans-mintjens
2137,Brandon Smith  Rivera,1996.0,60.0,170.0,Colombia,brandon-smith-rivera-vargas
2138,Kristian  House,1979.0,,,Great Britain,kristian-house
2139,Carlos Manuel  Pinho,1970.0,,,Portugal,carlos-pinho
2140,Alberto  Hierro,1978.0,,,Spain,alberto-hierro
2141,Grega  Bole,1985.0,69.0,177.0,Slovenia,grega-bole
2142,Paolo  Toffalori,1973.0,,,Italy,paolo-toffalori
2143,Arūnas  Čepelė,1968.0,,,Lithuania,arunas-cepele
2144,Gorka  Beloki,1978.0,66.0,181.0,Spain,gorka-beloki
2145,Kamil  Małecki,1996.0,69.0,174.0,Poland,kamil-malecki
2146,Joachim  Schlaphoff,1959.0,,,Germany,joachim-schlaphoff
2147,Giuseppe  Martinelli,1955.0,74.0,174.0,Italy,giuseppe-martinelli
2148,Mikel  Bizkarra,1989.0,53.0,165.0,Spain,mikel-bizkarra
2149,Giacinto  Santambrogio,1945.0,,,Italy,giacinto-santambrogio
2150,Coen  Vermeltfoort,1988.0,85.0,190.0,Netherlands,coen-vermeltfoort
2151,Marc  Hirschi,1998.0,61.0,174.0,Switzerland,marc-hirschi
2152,Gonzalo  Aja,1946.0,66.0,170.0,Spain,gonzalo-aja
2153,Johan  Capiot,1964.0,,,Belgium,johan-capiot
2154,Janek  Tombak,1976.0,71.0,172.0,Estonia,janek-tombak
2155,Jon  Agirre,1997.0,55.0,173.0,Spain,jon-agirre
2156,Yvon  Madiot,1962.0,,,France,yvon-madiot
2157,Takashi  Miyazawa,1978.0,61.0,164.0,Japan,takashi-miyazawa
2158,Fabien  Doubey,1993.0,62.0,174.0,France,fabien-doubey
2159,David  Arroyo,1980.0,63.0,174.0,Spain,david-arroyo
2160,Paolo  Savoldelli,1973.0,72.0,180.0,Italy,paolo-savoldelli
2161,Aldo  Zanetti,1975.0,,,Italy,aldo-zanetti
2162,Klaus De Muynck,1967.0,,,Belgium,klaus-de-muynck
2163,Unai  Iribar,1999.0,64.0,183.0,Spain,unai-iribar-jauregi
2164,Dylan  Page,1993.0,64.0,175.0,Switzerland,dylan-page
2165,Alfredo  Balloni,1989.0,72.0,186.0,Italy,alfredo-balloni
2166,Bert Van Ende,1959.0,,,Belgium,bert-van-ende
2167,Eros  Capecchi,1986.0,65.0,183.0,Italy,eros-capecchi
2168,Igor  Arrieta,2002.0,64.0,183.0,Spain,igor-arrieta-lizarraga
2169,Steven  Kruijswijk,1987.0,63.0,178.0,Netherlands,steven-kruijswijk
2170,Márton  Dina,1996.0,67.0,186.0,Hungary,marton-dina
2171,Ignacio  García,1968.0,,,Spain,ignacio-garcia
2172,Wim De Waal,1951.0,,,Netherlands,wim-de-waal
2173,Pascal  Robert,1963.0,,,France,pascal-robert
2174,Corentin  Ermenault,1996.0,75.0,189.0,France,corentin-ermenault
2175,Carlos  Ferreira,1961.0,,,Portugal,carlos-ferreira
2176,Les  West,1943.0,70.0,178.0,Great Britain,les-west
2177,Peter  Glemser,1940.0,82.0,188.0,Germany,peter-glemser
2178,Luis León  Sánchez,1983.0,73.0,186.0,Spain,luis-leon-sanchez
2179,Leonardo  Mazzantini,1953.0,,,Italy,leonardo-mazzantini
2180,Bert De Backer,1984.0,73.0,183.0,Belgium,bert-de-backer
2181,Enzo  Wouters,1996.0,75.0,183.0,Belgium,enzo-wouters
2182,François  Parisien,1982.0,64.0,171.0,Canada,francois-parisien
2183,Luciano André  Pagliarini,1978.0,68.0,174.0,Brazil,luciano-andre-pagliarini-mendonca
2184,Alberto David  Fernández,1975.0,,,Spain,alberto-david-fernandez
2185,Manuel  Senni,1992.0,60.0,181.0,Italy,manuel-senni
2186,Kirk  Carlsen,1987.0,68.0,183.0,United States,kirk-carlsen
2187,Josef  Christen,1970.0,,,Switzerland,josef-christen
2188,Nicola  Chesini,1974.0,,,Italy,nicola-chesini
2189,Giovanni  Renosto,1960.0,,,Italy,giovanni-renosto
2190,Juan Carlos  Alonso,1958.0,,,Spain,juan-carlos-alonso
2191,Andreas  Matzbacher,1982.0,,,Austria,andreas-matzbacher
2192,Javier Francisco  Elorriaga,1947.0,85.0,179.0,Spain,javier-francisco-elorriaga
2193,Umberto  Poli,1996.0,,167.0,Italy,umberto-poli
2194,Alejandro Manuel  Marque,1981.0,68.0,182.0,Spain,alejandro-marque
2195,Gregolry  Panizo,1985.0,72.0,183.0,Brazil,gregolry-panizo
2196,Giovanni  Carboni,1995.0,61.0,180.0,Italy,giovanni-carboni
2197,Flavio  Vanzella,1964.0,78.0,184.0,Italy,flavio-vanzella
2198,Geoffrey  Soupe,1988.0,70.0,177.0,France,geoffrey-soupe
2199,Davide  Ballerini,1994.0,77.0,183.0,Italy,davide-ballerini
2200,Juan Carlos  Garcia,1968.0,,,Spain,juan-carlos-garcia
2201,Otto  Vergaerde,1994.0,74.0,181.0,Belgium,otto-vergaerde
2202,Jorge Manuel  Silva,1966.0,,,Portugal,jorge-manuel-dos-santos-silva
2203,Sébastien  Minard,1982.0,65.0,177.0,France,sebastien-minard
2204,Dick  Dekker,1965.0,,,Netherlands,dick-dekker
2205,Roger  Ilegems,1962.0,74.0,174.0,Belgium,roger-ilegems
2206,Michele  Zamboni,1970.0,,,Italy,michele-zamboni
2207,Tristan  Valentin,1982.0,69.0,181.0,France,tristan-valentin
2208,Francisco José  Antequera,1964.0,,,Spain,francisco-jose-antequera
2209,Tiaan  Kannemeyer,1978.0,67.0,182.0,South Africa,tiaan-kannemeyer
2210,Christophe  Rinero,1973.0,65.0,172.0,France,christophe-rinero
2211,Aksel  Nõmmela,1994.0,69.0,176.0,Estonia,aksel-nommela
2212,David  Lelay,1979.0,67.0,176.0,France,david-lelay
2213,Ralf  Hofeditz,1962.0,,,Germany,ralf-hofeditz
2214,Derek  Hunt,1958.0,,,Great Britain,derek-hunt
2215,Brandon  McNulty,1998.0,69.0,183.0,United States,brandon-mcnulty
2216,Eddy  Mazzoleni,1973.0,67.0,181.0,Italy,eddy-mazzoleni
2217,Gennady  Mikhaylov,1974.0,74.0,188.0,Russia,gennady-mikhaylov
2218,Kenny Van Braeckel,1983.0,,,Belgium,kenny-van-braeckel2
2219,Nicola  Castaldo,1967.0,,,Italy,nicola-castaldo
2220,Alessandro  Maserati,1979.0,,,Italy,alessandro-maserati
2221,Martin  Velits,1985.0,70.0,185.0,Slovakia,martin-velits
2222,Manuel  Scopsi,1973.0,,,Italy,manuel-scopsi
2223,Ronny  Vlassaks,1964.0,,,Belgium,ronny-vlassaks
2224,Luciano  Loro,1954.0,,,Italy,luciano-loro
2225,Leigh  Howard,1989.0,72.0,179.0,Australia,leigh-howard
2226,Luis  Pérez,1966.0,,,Spain,luis-perez-garcia
2227,Helmut  Wechselberger,1953.0,71.0,180.0,Austria,helmut-wechselberger
2228,Benny  Heylen,1962.0,,,Belgium,benny-heylen
2229,Boy van Poppel,1988.0,78.0,186.0,Netherlands,boy-van-poppel
2230,Danny  Baeyens,1974.0,,,Belgium,danny-baeyens
2231,Fernand  Hermie,1945.0,,,Belgium,fernand-hermie
2232,Luke  Lamperti,2002.0,74.0,180.0,United States,luke-lamperti
2233,Albert  Timmer,1985.0,77.0,186.0,Netherlands,albert-timmer
2234,Danny De Bie,1960.0,,,Belgium,danny-de-bie
2235,Alessandro  Pozzi,1969.0,,,Italy,alessandro-pozzi2
2236,Freddy  Bichot,1979.0,67.0,179.0,France,freddy-bichot
2237,Jacques  Botherel,1946.0,,,France,jacques-botherel
2238,Blel  Kadri,1986.0,66.0,176.0,France,blel-kadri
2239,Pino  Cerami,1963.0,,,Belgium,pino-cerami-2
2240,Davide  Formolo,1992.0,62.0,182.0,Italy,davide-formolo
2241,Prudencio  Indurain,1968.0,,,Spain,prudencio-indurain
2242,Theo Van Der Loo,1949.0,,,Netherlands,theo-van-der-loo
2243,Bruno Ricardo Fernandes  Neves,1981.0,,,Portugal,bruno-ricardo-fernandes-neves
2244,Jan van Wijk,1962.0,,,Netherlands,jan-van-wijk
2245,Josef  Holzmann,1964.0,,,Germany,josef-holzmann
2246,Rubén  Pérez,1981.0,65.0,173.0,Spain,ruben-perez-moreno
2247,Pablo  Soler,1975.0,,,Spain,pablo-soler
2248,Stefano  Finesso,1971.0,,,Italy,stefano-finesso
2249,Johan  Wellens,1956.0,,,Belgium,johan-wellens2
2250,Paulino  Martinez,1952.0,80.0,176.0,Spain,paulino-martinez
2251,Abraham  Olano,1970.0,70.0,181.0,Spain,abraham-olano-manzano
2252,Timothy  Gudsell,1984.0,77.0,187.0,New Zealand,timothy-gudsell
2253,Gonzalo  Serrano,1994.0,65.0,177.0,Spain,gonzalo-serrano
2254,Cristóbal  Pérez,1952.0,,,Colombia,christobal-perez
2255,Sven  Nys,1976.0,73.0,181.0,Belgium,sven-nys
2256,Stef Van Zummeren,1991.0,73.0,188.0,Belgium,stef-van-zummeren
2257,Laurent  Beuret,1986.0,,,Switzerland,laurent-beuret
2258,Wesley  Kreder,1990.0,71.0,183.0,Netherlands,wesley-kreder
2259,Francisco  Martin,1955.0,,,Spain,francisco-martin-826
2260,Ryan  Mullen,1994.0,77.0,189.0,Ireland,ryan-mullen
2261,Joseph  Schoeters,1947.0,,,Belgium,joseph-schoeters
2262,Donavan  Grondin,2000.0,77.0,184.0,France,donavan-grondin
2263,Willy  Govaerts,1951.0,,,Belgium,willy-govaerts
2264,Ben  Healy,2000.0,65.0,175.0,Ireland,ben-healy
2265,Ludo Van Staeyen,1948.0,,,Belgium,ludo-van-staeyen
2266,Moreno  Argentin,1960.0,66.0,175.0,Italy,moreno-argentin
2267,Romain  Matheou,1988.0,73.0,181.0,France,romain-matheou
2268,Stephane  Heulot,1971.0,69.0,181.0,France,stephane-heulot
2269,Vicente  Barbera,1963.0,,,Spain,vicente-barbera
2270,Michele  Maccanti,1979.0,,,Italy,michele-maccanti
2271,Daniel  Oss,1987.0,75.0,191.0,Italy,daniel-oss
2272,Wayne  Bennington,1964.0,,,Great Britain,wayne-bennington
2273,Eric  Schoefs,1967.0,,,Belgium,eric-schoefs
2274,Matteo  Busato,1987.0,67.0,179.0,Italy,matteo-busato
2275,Michel  Koch,1991.0,69.0,181.0,Germany,michel-koch
2276,Peter  Sagan,1990.0,78.0,182.0,Slovakia,peter-sagan
2277,John  Trevorrow,1949.0,67.0,170.0,Australia,john-trevorrow
2278,Nicolas  Roche,1984.0,70.0,178.0,Ireland,nicolas-roche
2279,Mick van Dijke,2000.0,74.0,190.0,Netherlands,mick-van-dijke
2280,Yoann le Boulanger,1975.0,70.0,185.0,France,yoann-le-boulanger
2281,Gavin  Mannion,1991.0,58.0,175.0,United States,gavin-mannion
2282,Sven  Vanthourenhout,1981.0,65.0,182.0,Belgium,sven-vanthourenhout
2283,Lino  Farisato,1945.0,,,Italy,lino-farisato
2284,Iñigo  Landaluze,1977.0,65.0,178.0,Spain,inigo-landaluze-intxaurraga
2285,Ludo Van Der Linden,1951.0,,,Belgium,ludo-van-der-linden
2286,Peter Van Petegem,1970.0,70.0,176.0,Belgium,peter-van-petegem
2287,Assan  Bazayev,1981.0,62.0,177.0,Kazakhstan,assan-bazayev
2288,Adrian  Kurek,1988.0,80.0,194.0,Poland,adrian-kurek
2289,Pedro  Torres,1949.0,,,Spain,pedro-torres
2290,Clément  Koretzky,1990.0,66.0,174.0,France,clement-koretzky
2291,Brenton  Jones,1991.0,81.0,182.0,Australia,brenton-jones
2292,Ibon  Ruiz,1999.0,65.0,178.0,Spain,ibon-ruiz
2293,Jordi  López,1998.0,59.0,170.0,Spain,jordi-lopez-caravaca
2294,Carlo  Tonon,1955.0,,,Italy,carlo-tonon
2295,Alain  Dallenbach,1956.0,,,Switzerland,alain-dallenbach
2296,Toni  Tauler,1974.0,74.0,185.0,Spain,toni-tauler
2297,Brent Van Moer,1998.0,79.0,191.0,Belgium,brent-van-moer
2298,Silvère  Ackermann,1984.0,62.0,182.0,Switzerland,silvere-ackermann
2299,Dario  Cataldo,1985.0,64.0,175.0,Italy,dario-cataldo
2300,Johan De Geyter,1972.0,,,Belgium,johan-de-geyter
2301,Marco  Canola,1988.0,66.0,180.0,Italy,marco-canola
2302,Francis De Greef,1985.0,77.0,193.0,Belgium,francis-de-greef
2303,Patrick Van Passel,1964.0,,,Netherlands,patrick-van-passel
2304,Peter Van den Abeele,1966.0,71.0,178.0,Belgium,peter-van-den-abeele
2305,Robin  Froidevaux,1998.0,71.0,183.0,Switzerland,robin-froidevaux
2306,Massimo  Podenzana,1961.0,,,Italy,massimo-podenzana
2307,Stefano  Panetta,1975.0,,,Italy,stefano-panetta
2308,Sean  Flynn,2000.0,67.0,177.0,Great Britain,sean-flynn
2309,Michael  Boogerd,1972.0,62.0,178.0,Netherlands,michael-boogerd
2310,Francesco  Secchiari,1972.0,,,Italy,francesco-secchiari
2311,Pablo Emilio  Wilches,1955.0,,,Colombia,pablo-emilio-wilches
2312,Peter  Schroen,1960.0,,,Netherlands,peter-schroen
2313,Pavel  Tonkov,1969.0,70.0,176.0,Russia,pavel-tonkov
2314,Bernard  Draux,1951.0,,,Belgium,bernard-draux
2315,Michel  Ries,1998.0,67.0,184.0,Luxembourg,michel-ries
2316,Claude  Moreau,1958.0,,,France,claude-moreau
2317,Ueli  Sutter,1947.0,70.0,181.0,Switzerland,ueli-sutter
2318,Dario  Lillo,2002.0,,185.0,Switzerland,dario-lillo
2319,Miguel  Heidemann,1998.0,,186.0,Germany,miguel-heidemann
2320,Caleb  Ewan,1994.0,69.0,167.0,Australia,caleb-ewan
2321,Torstein  Træen,1995.0,,181.0,Norway,torstein-traeen
2322,Roland  Smet,1952.0,,,France,roland-smet
2323,Elmar  Reinders,1992.0,78.1,190.0,Netherlands,elmar-reinders
2324,Maurizio  Rossi,1962.0,,,Italy,maurizio-rossi
2325,Jostein  Wilmann,1953.0,,,Norway,jostein-wilmann
2326,Dominik  Nerz,1989.0,67.0,180.0,Germany,dominik-nerz
2327,Giuseppe  Lanzoni,1959.0,,,Italy,giuseppe-lanzoni
2328,Oscar  Dierickx,1956.0,,,Belgium,oscar-dierickx
2329,Bernard Van De Kerckhove,1941.0,,,Belgium,bernard-van-de-kerckhove
2330,Filippo  Pozzato,1981.0,73.0,183.0,Italy,filippo-pozzato
2331,Andrei  Zintchenko,1972.0,,,Russia,andrei-zintchenko
2332,Denis  Bertolini,1977.0,,,Italy,denis-bertolini
2333,Pete  Sanders,1961.0,,,Great Britain,pete-sanders
2334,João  Benta,1986.0,60.0,179.0,Portugal,joao-benta
2335,Davide  Cimolai,1989.0,70.0,181.0,Italy,davide-cimolai
2336,Phil  Bauhaus,1994.0,71.0,184.0,Germany,phil-bauhaus
2337,Jonathan Klever  Caicedo,1993.0,62.0,164.0,Ecuador,jonathan-klever-caicedo
2338,Jon  Urien,1959.0,,,Spain,jon-urien
2339,Leonardo  Calzavara,1974.0,,,Italy,leonardo-calzavara
2340,Jean-Luc  Delpech,1979.0,72.0,178.0,France,jean-luc-delpech
2341,Bob  Roll,1960.0,,,United States,bob-roll
2342,Paolo  Bossoni,1976.0,62.0,173.0,Italy,paolo-bossoni
2343,Simone  Leporatti,1972.0,,,Italy,simone-leporatti
2344,Simon  Gerrans,1980.0,62.0,169.0,Australia,simon-gerrans
2345,Luca  Mozzato,1998.0,67.0,178.0,Italy,luca-mozzato
2346,Sauro  Varocchi,1961.0,,,Italy,sauro-varocchi
2347,Giancarlo  Ginestri,1978.0,,,Italy,giancarlo-ginestri
2348,Cyrille  Thièry,1990.0,67.0,179.0,Switzerland,cyrille-thiery
2349,Johnny  Dauwe,1966.0,,,Belgium,johnny-dauwe
2350,Roger  Beuchat,1972.0,62.0,170.0,Switzerland,roger-beuchat
2351,Marek  Salermo,1978.0,,,Finland,marek-salermo
2352,Anthony  Ravard,1983.0,62.0,169.0,France,anthony-ravard
2353,Michael  Valgren,1992.0,71.0,179.0,Denmark,michael-valgren-andersen
2354,Bernardo  González,1969.0,,,Spain,bernardo-gonzalez-milano
2355,Koen  Barbé,1981.0,75.0,182.0,Belgium,koen-barbe
2356,Alessandro  Calzolari,1971.0,,,Italy,alessandro-calzolari
2357,Etienne  Buysse,1944.0,,,Belgium,etienne-buysse
2358,Adrie  Kools,1964.0,,,Netherlands,adrie-kools
2359,Simone  Ravanelli,1995.0,66.0,178.0,Italy,simone-ravanelli
2360,Márcio  May,1972.0,72.0,179.0,Brazil,marcio-may
2361,Alex  Stieda,1961.0,,,Canada,alex-stieda
2362,Patrick  Toelen,1962.0,,,Belgium,patrick-toelen
2363,Nikias  Arndt,1991.0,77.5,187.0,Germany,nikias-arndt
2364,Giulio  Ciccone,1994.0,58.0,176.0,Italy,giulio-ciccone
2365,René  Martens,1955.0,,,Belgium,rene-martens
2366,Ludo De Keulenaer,1960.0,,,Belgium,ludo-de-keulenaer
2367,Thibaut  Pinot,1990.0,63.0,180.0,France,thibaut-pinot
2368,Massimo  Iannetti,1982.0,,,Italy,massimo-iannetti
2369,Mauro  Santambrogio,1984.0,63.0,173.0,Italy,mauro-santambrogio
2370,Michael  Storer,1997.0,63.0,174.0,Australia,michael-storer
2371,José Miguel  Elías,1977.0,,,Spain,jose-miguel-elias-galindo
2372,Damien  Nazon,1974.0,68.0,178.0,France,damien-nazon
2373,Gerhard  Zadrobilek,1961.0,,,Austria,gerhard-zadrobilek
2374,Ricardo  Martinez,1964.0,,,Spain,ricardo-martinez2
